Date,Time,State,Group,Unit,Sales
6-Oct-2020, Afternoon, TAS, Women, 7, 17500
6-Oct-2020, Afternoon, TAS, Seniors, 5, 12500
6-Oct-2020, Evening, TAS, Kids, 4, 10000
6-Oct-2020, Evening, TAS, Men, 10, 25000
6-Oct-2020, Evening, TAS, Women, 10, 25000
6-Oct-2020, Evening, TAS, Seniors, 8, 20000
7-Oct-2020, Morning, WA, Kids, 12, 30000
7-Oct-2020, Morning, WA, Men, 15, 37500
7-Oct-2020, Morning, WA, Women, 9, 22500
7-Oct-2020, Morning, WA, Seniors, 9, 22500
7-Oct-2020, Afternoon, WA, Kids, 4, 10000
7-Oct-2020, Afternoon, WA, Men, 15, 37500
7-Oct-2020, Afternoon, WA, Women, 5, 12500
7-Oct-2020, Afternoon, WA, Seniors, 9, 22500
7-Oct-2020, Evening, WA, Kids, 8, 20000
7-Oct-2020, Evening, WA, Men, 9, 22500
7-Oct-2020, Evening, WA, Women, 10, 25000
7-Oct-2020, Evening, WA, Seniors, 5, 12500
7-Oct-2020, Morning, NT, Kids, 3, 7500
7-Oct-2020, Morning, NT, Men, 7, 17500
7-Oct-2020, Morning, NT, Women, 11, 27500
7-Oct-2020, Morning, NT, Seniors, 11, 27500
7-Oct-2020, Afternoon, NT, Kids, 14, 35000
7-Oct-2020, Afternoon, NT, Men, 6, 15000
7-Oct-2020, Afternoon, NT, Women, 6, 15000
7-Oct-2020, Afternoon, NT, Seniors, 13, 32500
7-Oct-2020, Evening, NT, Kids, 3, 7500
7-Oct-2020, Evening, NT, Men, 12, 30000
7-Oct-2020, Evening, NT, Women, 8, 20000
7-Oct-2020, Evening, NT, Seniors, 14, 35000
7-Oct-2020, Morning, SA, Kids, 23, 57500
7-Oct-2020, Morning, SA, Men, 18, 45000
7-Oct-2020, Morning, SA, Women, 13, 32500
7-Oct-2020, Morning, SA, Seniors, 23, 57500
7-Oct-2020, Afternoon, SA, Kids, 18, 45000
7-Oct-2020, Afternoon, SA, Men, 33, 82500
7-Oct-2020, Afternoon, SA, Women, 17, 42500
7-Oct-2020, Afternoon, SA, Seniors, 24, 60000
7-Oct-2020, Evening, SA, Kids, 18, 45000
7-Oct-2020, Evening, SA, Men, 35, 87500
7-Oct-2020, Evening, SA, Women, 16, 40000
7-Oct-2020, Evening, SA, Seniors, 15, 37500
7-Oct-2020, Morning, VIC, Kids, 29, 72500
7-Oct-2020, Morning, VIC, Men, 36, 90000
7-Oct-2020, Morning, VIC, Women, 28, 70000
7-Oct-2020, Morning, VIC, Seniors, 42, 105000
7-Oct-2020, Afternoon, VIC, Kids, 28, 70000
7-Oct-2020, Afternoon, VIC, Men, 25, 62500
7-Oct-2020, Afternoon, VIC, Women, 36, 90000
7-Oct-2020, Afternoon, VIC, Seniors, 44, 110000
7-Oct-2020, Evening, VIC, Kids, 47, 117500
7-Oct-2020, Evening, VIC, Men, 28, 70000
7-Oct-2020, Evening, VIC, Women, 33, 82500
7-Oct-2020, Evening, VIC, Seniors, 49, 122500
7-Oct-2020, Morning, QLD, Kids, 12, 30000
7-Oct-2020, Morning, QLD, Men, 13, 32500
7-Oct-2020, Morning, QLD, Women, 8, 20000
7-Oct-2020, Morning, QLD, Seniors, 19, 47500
7-Oct-2020, Afternoon, QLD, Kids, 6, 15000
7-Oct-2020, Afternoon, QLD, Men, 20, 50000
7-Oct-2020, Afternoon, QLD, Women, 9, 22500
7-Oct-2020, Afternoon, QLD, Seniors, 8, 20000
7-Oct-2020, Evening, QLD, Kids, 11, 27500
7-Oct-2020, Evening, QLD, Men, 6, 15000
7-Oct-2020, Evening, QLD, Women, 12, 30000
7-Oct-2020, Evening, QLD, Seniors, 7, 17500
7-Oct-2020, Morning, NSW, Kids, 18, 45000
7-Oct-2020, Morning, NSW, Men, 39, 97500
7-Oct-2020, Morning, NSW, Women, 38, 95000
7-Oct-2020, Morning, NSW, Seniors, 18, 45000
7-Oct-2020, Afternoon, NSW, Kids, 37, 92500
7-Oct-2020, Afternoon, NSW, Men, 16, 40000
7-Oct-2020, Afternoon, NSW, Women, 27, 67500
7-Oct-2020, Afternoon, NSW, Seniors, 18, 45000
7-Oct-2020, Evening, NSW, Kids, 25, 62500
7-Oct-2020, Evening, NSW, Men, 38, 95000
7-Oct-2020, Evening, NSW, Women, 29, 72500
7-Oct-2020, Evening, NSW, Seniors, 27, 67500
7-Oct-2020, Morning, TAS, Kids, 11, 27500
7-Oct-2020, Morning, TAS, Men, 14, 35000
7-Oct-2020, Morning, TAS, Women, 14, 35000
7-Oct-2020, Morning, TAS, Seniors, 3, 7500
7-Oct-2020, Afternoon, TAS, Kids, 15, 37500
7-Oct-2020, Afternoon, TAS, Men, 12, 30000
7-Oct-2020, Afternoon, TAS, Women, 15, 37500
7-Oct-2020, Afternoon, TAS, Seniors, 5, 12500
7-Oct-2020, Evening, TAS, Kids, 12, 30000
7-Oct-2020, Evening, TAS, Men, 8, 20000
7-Oct-2020, Evening, TAS, Women, 5, 12500
7-Oct-2020, Evening, TAS, Seniors, 14, 35000
8-Oct-2020, Morning, WA, Kids, 14, 35000
8-Oct-2020, Morning, WA, Men, 3, 7500
8-Oct-2020, Morning, WA, Women, 10, 25000
8-Oct-2020, Morning, WA, Seniors, 7, 17500
8-Oct-2020, Afternoon, WA, Kids, 10, 25000
8-Oct-2020, Afternoon, WA, Men, 14, 35000
8-Oct-2020, Afternoon, WA, Women, 9, 22500
8-Oct-2020, Afternoon, WA, Seniors, 4, 10000
8-Oct-2020, Evening, WA, Kids, 12, 30000
8-Oct-2020, Evening, WA, Men, 3, 7500
8-Oct-2020, Evening, WA, Women, 3, 7500
8-Oct-2020, Evening, WA, Seniors, 10, 25000
8-Oct-2020, Morning, NT, Kids, 12, 30000
8-Oct-2020, Morning, NT, Men, 11, 27500
8-Oct-2020, Morning, NT, Women, 5, 12500
8-Oct-2020, Morning, NT, Seniors, 8, 20000
8-Oct-2020, Afternoon, NT, Kids, 15, 37500
8-Oct-2020, Afternoon, NT, Men, 8, 20000
8-Oct-2020, Afternoon, NT, Women, 8, 20000
8-Oct-2020, Afternoon, NT, Seniors, 10, 25000
8-Oct-2020, Evening, NT, Kids, 13, 32500
8-Oct-2020, Evening, NT, Men, 3, 7500
8-Oct-2020, Evening, NT, Women, 6, 15000
8-Oct-2020, Evening, NT, Seniors, 7, 17500
8-Oct-2020, Morning, SA, Kids, 14, 35000
8-Oct-2020, Morning, SA, Men, 21, 52500
8-Oct-2020, Morning, SA, Women, 26, 65000
8-Oct-2020, Morning, SA, Seniors, 19, 47500
8-Oct-2020, Afternoon, SA, Kids, 24, 60000
8-Oct-2020, Afternoon, SA, Men, 28, 70000
8-Oct-2020, Afternoon, SA, Women, 10, 25000
8-Oct-2020, Afternoon, SA, Seniors, 30, 75000
8-Oct-2020, Evening, SA, Kids, 19, 47500
8-Oct-2020, Evening, SA, Men, 29, 72500
8-Oct-2020, Evening, SA, Women, 31, 77500
8-Oct-2020, Evening, SA, Seniors, 27, 67500
8-Oct-2020, Morning, VIC, Kids, 41, 102500
8-Oct-2020, Morning, VIC, Men, 33, 82500
8-Oct-2020, Morning, VIC, Women, 37, 92500
8-Oct-2020, Morning, VIC, Seniors, 44, 110000
8-Oct-2020, Afternoon, VIC, Kids, 26, 65000
8-Oct-2020, Afternoon, VIC, Men, 39, 97500
8-Oct-2020, Afternoon, VIC, Women, 41, 102500
8-Oct-2020, Afternoon, VIC, Seniors, 45, 112500
8-Oct-2020, Evening, VIC, Kids, 44, 110000
8-Oct-2020, Evening, VIC, Men, 49, 122500
8-Oct-2020, Evening, VIC, Women, 34, 85000
8-Oct-2020, Evening, VIC, Seniors, 47, 117500
8-Oct-2020, Morning, QLD, Kids, 16, 40000
8-Oct-2020, Morning, QLD, Men, 16, 40000
8-Oct-2020, Morning, QLD, Women, 16, 40000
8-Oct-2020, Morning, QLD, Seniors, 15, 37500
8-Oct-2020, Afternoon, QLD, Kids, 10, 25000
8-Oct-2020, Afternoon, QLD, Men, 8, 20000
8-Oct-2020, Afternoon, QLD, Women, 7, 17500
8-Oct-2020, Afternoon, QLD, Seniors, 15, 37500
8-Oct-2020, Evening, QLD, Kids, 14, 35000
8-Oct-2020, Evening, QLD, Men, 7, 17500
8-Oct-2020, Evening, QLD, Women, 19, 47500
8-Oct-2020, Evening, QLD, Seniors, 11, 27500
8-Oct-2020, Morning, NSW, Kids, 24, 60000
8-Oct-2020, Morning, NSW, Men, 21, 52500
8-Oct-2020, Morning, NSW, Women, 31, 77500
8-Oct-2020, Morning, NSW, Seniors, 29, 72500
8-Oct-2020, Afternoon, NSW, Kids, 20, 50000
8-Oct-2020, Afternoon, NSW, Men, 39, 97500
8-Oct-2020, Afternoon, NSW, Women, 36, 90000
8-Oct-2020, Afternoon, NSW, Seniors, 19, 47500
8-Oct-2020, Evening, NSW, Kids, 37, 92500
8-Oct-2020, Evening, NSW, Men, 26, 65000
8-Oct-2020, Evening, NSW, Women, 37, 92500
8-Oct-2020, Evening, NSW, Seniors, 26, 65000
8-Oct-2020, Morning, TAS, Kids, 8, 20000
8-Oct-2020, Morning, TAS, Men, 5, 12500
8-Oct-2020, Morning, TAS, Women, 15, 37500
8-Oct-2020, Morning, TAS, Seniors, 9, 22500
8-Oct-2020, Afternoon, TAS, Kids, 4, 10000
8-Oct-2020, Afternoon, TAS, Men, 8, 20000
8-Oct-2020, Afternoon, TAS, Women, 5, 12500
8-Oct-2020, Afternoon, TAS, Seniors, 15, 37500
8-Oct-2020, Evening, TAS, Kids, 15, 37500
8-Oct-2020, Evening, TAS, Men, 12, 30000
8-Oct-2020, Evening, TAS, Women, 10, 25000
8-Oct-2020, Evening, TAS, Seniors, 10, 25000
9-Oct-2020, Morning, WA, Kids, 3, 7500
9-Oct-2020, Morning, WA, Men, 12, 30000
9-Oct-2020, Morning, WA, Women, 7, 17500
9-Oct-2020, Morning, WA, Seniors, 4, 10000
9-Oct-2020, Afternoon, WA, Kids, 13, 32500
9-Oct-2020, Afternoon, WA, Men, 3, 7500
9-Oct-2020, Afternoon, WA, Women, 6, 15000
9-Oct-2020, Afternoon, WA, Seniors, 4, 10000
9-Oct-2020, Evening, WA, Kids, 7, 17500
9-Oct-2020, Evening, WA, Men, 3, 7500
9-Oct-2020, Evening, WA, Women, 13, 32500
9-Oct-2020, Evening, WA, Seniors, 11, 27500
9-Oct-2020, Morning, NT, Kids, 9, 22500
9-Oct-2020, Morning, NT, Men, 10, 25000
9-Oct-2020, Morning, NT, Women, 5, 12500
9-Oct-2020, Morning, NT, Seniors, 3, 7500
9-Oct-2020, Afternoon, NT, Kids, 8, 20000
9-Oct-2020, Afternoon, NT, Men, 15, 37500
9-Oct-2020, Afternoon, NT, Women, 5, 12500
9-Oct-2020, Afternoon, NT, Seniors, 9, 22500
9-Oct-2020, Evening, NT, Kids, 10, 25000
9-Oct-2020, Evening, NT, Men, 10, 25000
9-Oct-2020, Evening, NT, Women, 7, 17500
9-Oct-2020, Evening, NT, Seniors, 13, 32500
9-Oct-2020, Morning, SA, Kids, 26, 65000
9-Oct-2020, Morning, SA, Men, 19, 47500
9-Oct-2020, Morning, SA, Women, 21, 52500
9-Oct-2020, Morning, SA, Seniors, 35, 87500
9-Oct-2020, Afternoon, SA, Kids, 18, 45000
9-Oct-2020, Afternoon, SA, Men, 15, 37500
9-Oct-2020, Afternoon, SA, Women, 34, 85000
9-Oct-2020, Afternoon, SA, Seniors, 25, 62500
9-Oct-2020, Evening, SA, Kids, 33, 82500
9-Oct-2020, Evening, SA, Men, 19, 47500
9-Oct-2020, Evening, SA, Women, 10, 25000
9-Oct-2020, Evening, SA, Seniors, 12, 30000
9-Oct-2020, Morning, VIC, Kids, 43, 107500
9-Oct-2020, Morning, VIC, Men, 39, 97500
9-Oct-2020, Morning, VIC, Women, 37, 92500
9-Oct-2020, Morning, VIC, Seniors, 48, 120000
9-Oct-2020, Afternoon, VIC, Kids, 25, 62500
9-Oct-2020, Afternoon, VIC, Men, 37, 92500
9-Oct-2020, Afternoon, VIC, Women, 42, 105000
9-Oct-2020, Afternoon, VIC, Seniors, 36, 90000
9-Oct-2020, Evening, VIC, Kids, 48, 120000
9-Oct-2020, Evening, VIC, Men, 32, 80000
9-Oct-2020, Evening, VIC, Women, 43, 107500
9-Oct-2020, Evening, VIC, Seniors, 26, 65000
9-Oct-2020, Morning, QLD, Kids, 6, 15000
9-Oct-2020, Morning, QLD, Men, 13, 32500
9-Oct-2020, Morning, QLD, Women, 8, 20000
9-Oct-2020, Morning, QLD, Seniors, 14, 35000
9-Oct-2020, Afternoon, QLD, Kids, 16, 40000
9-Oct-2020, Afternoon, QLD, Men, 17, 42500
9-Oct-2020, Afternoon, QLD, Women, 15, 37500
9-Oct-2020, Afternoon, QLD, Seniors, 7, 17500
9-Oct-2020, Evening, QLD, Kids, 6, 15000
9-Oct-2020, Evening, QLD, Men, 10, 25000
9-Oct-2020, Evening, QLD, Women, 14, 35000
9-Oct-2020, Evening, QLD, Seniors, 5, 12500
9-Oct-2020, Morning, NSW, Kids, 37, 92500
9-Oct-2020, Morning, NSW, Men, 27, 67500
9-Oct-2020, Morning, NSW, Women, 22, 55000
9-Oct-2020, Morning, NSW, Seniors, 16, 40000
9-Oct-2020, Afternoon, NSW, Kids, 27, 67500
9-Oct-2020, Afternoon, NSW, Men, 27, 67500
9-Oct-2020, Afternoon, NSW, Women, 38, 95000
9-Oct-2020, Afternoon, NSW, Seniors, 21, 52500
9-Oct-2020, Evening, NSW, Kids, 27, 67500
9-Oct-2020, Evening, NSW, Men, 21, 52500
9-Oct-2020, Evening, NSW, Women, 35, 87500
9-Oct-2020, Evening, NSW, Seniors, 23, 57500
9-Oct-2020, Morning, TAS, Kids, 11, 27500
9-Oct-2020, Morning, TAS, Men, 12, 30000
9-Oct-2020, Morning, TAS, Women, 6, 15000
9-Oct-2020, Morning, TAS, Seniors, 7, 17500
9-Oct-2020, Afternoon, TAS, Kids, 9, 22500
9-Oct-2020, Afternoon, TAS, Men, 7, 17500
9-Oct-2020, Afternoon, TAS, Women, 6, 15000
9-Oct-2020, Afternoon, TAS, Seniors, 11, 27500
9-Oct-2020, Evening, TAS, Kids, 3, 7500
9-Oct-2020, Evening, TAS, Men, 6, 15000
9-Oct-2020, Evening, TAS, Women, 6, 15000
9-Oct-2020, Evening, TAS, Seniors, 9, 22500
10-Oct-2020, Morning, WA, Kids, 4, 10000
10-Oct-2020, Morning, WA, Men, 10, 25000
10-Oct-2020, Morning, WA, Women, 11, 27500
10-Oct-2020, Morning, WA, Seniors, 9, 22500
10-Oct-2020, Afternoon, WA, Kids, 5, 12500
10-Oct-2020, Afternoon, WA, Men, 7, 17500
10-Oct-2020, Afternoon, WA, Women, 11, 27500
10-Oct-2020, Afternoon, WA, Seniors, 3, 7500
10-Oct-2020, Evening, WA, Kids, 6, 15000
10-Oct-2020, Evening, WA, Men, 15, 37500
10-Oct-2020, Evening, WA, Women, 8, 20000
10-Oct-2020, Evening, WA, Seniors, 11, 27500
10-Oct-2020, Morning, NT, Kids, 10, 25000
10-Oct-2020, Morning, NT, Men, 7, 17500
10-Oct-2020, Morning, NT, Women, 15, 37500
10-Oct-2020, Morning, NT, Seniors, 7, 17500
10-Oct-2020, Afternoon, NT, Kids, 12, 30000
10-Oct-2020, Afternoon, NT, Men, 14, 35000
10-Oct-2020, Afternoon, NT, Women, 7, 17500
10-Oct-2020, Afternoon, NT, Seniors, 6, 15000
10-Oct-2020, Evening, NT, Kids, 8, 20000
10-Oct-2020, Evening, NT, Men, 8, 20000
10-Oct-2020, Evening, NT, Women, 6, 15000
10-Oct-2020, Evening, NT, Seniors, 15, 37500
10-Oct-2020, Morning, SA, Kids, 24, 60000
10-Oct-2020, Morning, SA, Men, 19, 47500
10-Oct-2020, Morning, SA, Women, 31, 77500
10-Oct-2020, Morning, SA, Seniors, 22, 55000
10-Oct-2020, Afternoon, SA, Kids, 17, 42500
10-Oct-2020, Afternoon, SA, Men, 29, 72500
10-Oct-2020, Afternoon, SA, Women, 11, 27500
10-Oct-2020, Afternoon, SA, Seniors, 28, 70000
10-Oct-2020, Evening, SA, Kids, 24, 60000
10-Oct-2020, Evening, SA, Men, 32, 80000
10-Oct-2020, Evening, SA, Women, 25, 62500
10-Oct-2020, Evening, SA, Seniors, 30, 75000
10-Oct-2020, Morning, VIC, Kids, 31, 77500
10-Oct-2020, Morning, VIC, Men, 32, 80000
10-Oct-2020, Morning, VIC, Women, 40, 100000
10-Oct-2020, Morning, VIC, Seniors, 37, 92500
10-Oct-2020, Afternoon, VIC, Kids, 43, 107500
10-Oct-2020, Afternoon, VIC, Men, 42, 105000
10-Oct-2020, Afternoon, VIC, Women, 26, 65000
10-Oct-2020, Afternoon, VIC, Seniors, 50, 125000
10-Oct-2020, Evening, VIC, Kids, 36, 90000
10-Oct-2020, Evening, VIC, Men, 41, 102500
10-Oct-2020, Evening, VIC, Women, 44, 110000
10-Oct-2020, Evening, VIC, Seniors, 29, 72500
10-Oct-2020, Morning, QLD, Kids, 13, 32500
10-Oct-2020, Morning, QLD, Men, 7, 17500
10-Oct-2020, Morning, QLD, Women, 18, 45000
10-Oct-2020, Morning, QLD, Seniors, 16, 40000
10-Oct-2020, Afternoon, QLD, Kids, 17, 42500
10-Oct-2020, Afternoon, QLD, Men, 15, 37500
10-Oct-2020, Afternoon, QLD, Women, 8, 20000
10-Oct-2020, Afternoon, QLD, Seniors, 16, 40000
10-Oct-2020, Evening, QLD, Kids, 15, 37500
10-Oct-2020, Evening, QLD, Men, 18, 45000
10-Oct-2020, Evening, QLD, Women, 7, 17500
10-Oct-2020, Evening, QLD, Seniors, 19, 47500
10-Oct-2020, Morning, NSW, Kids, 37, 92500
10-Oct-2020, Morning, NSW, Men, 27, 67500
10-Oct-2020, Morning, NSW, Women, 33, 82500
10-Oct-2020, Morning, NSW, Seniors, 40, 100000
10-Oct-2020, Afternoon, NSW, Kids, 40, 100000
10-Oct-2020, Afternoon, NSW, Men, 33, 82500
10-Oct-2020, Afternoon, NSW, Women, 16, 40000
10-Oct-2020, Afternoon, NSW, Seniors, 17, 42500
10-Oct-2020, Evening, NSW, Kids, 25, 62500
10-Oct-2020, Evening, NSW, Men, 30, 75000
10-Oct-2020, Evening, NSW, Women, 36, 90000
10-Oct-2020, Evening, NSW, Seniors, 26, 65000
10-Oct-2020, Morning, TAS, Kids, 13, 32500
10-Oct-2020, Morning, TAS, Men, 7, 17500
10-Oct-2020, Morning, TAS, Women, 15, 37500
10-Oct-2020, Morning, TAS, Seniors, 3, 7500
10-Oct-2020, Afternoon, TAS, Kids, 9, 22500
10-Oct-2020, Afternoon, TAS, Men, 6, 15000
10-Oct-2020, Afternoon, TAS, Women, 15, 37500
10-Oct-2020, Afternoon, TAS, Seniors, 5, 12500
10-Oct-2020, Evening, TAS, Kids, 12, 30000
10-Oct-2020, Evening, TAS, Men, 12, 30000
10-Oct-2020, Evening, TAS, Women, 7, 17500
10-Oct-2020, Evening, TAS, Seniors, 11, 27500
11-Oct-2020, Morning, WA, Kids, 8, 20000
11-Oct-2020, Morning, WA, Men, 12, 30000
11-Oct-2020, Morning, WA, Women, 15, 37500
11-Oct-2020, Morning, WA, Seniors, 15, 37500
11-Oct-2020, Afternoon, WA, Kids, 11, 27500
11-Oct-2020, Afternoon, WA, Men, 14, 35000
11-Oct-2020, Afternoon, WA, Women, 4, 10000
11-Oct-2020, Afternoon, WA, Seniors, 3, 7500
11-Oct-2020, Evening, WA, Kids, 6, 15000
11-Oct-2020, Evening, WA, Men, 9, 22500
11-Oct-2020, Evening, WA, Women, 13, 32500
11-Oct-2020, Evening, WA, Seniors, 15, 37500
11-Oct-2020, Morning, NT, Kids, 10, 25000
11-Oct-2020, Morning, NT, Men, 14, 35000
11-Oct-2020, Morning, NT, Women, 7, 17500
11-Oct-2020, Morning, NT, Seniors, 12, 30000
11-Oct-2020, Afternoon, NT, Kids, 15, 37500
11-Oct-2020, Afternoon, NT, Men, 15, 37500
11-Oct-2020, Afternoon, NT, Women, 13, 32500
11-Oct-2020, Afternoon, NT, Seniors, 15, 37500
11-Oct-2020, Evening, NT, Kids, 10, 25000
11-Oct-2020, Evening, NT, Men, 8, 20000
11-Oct-2020, Evening, NT, Women, 12, 30000
11-Oct-2020, Evening, NT, Seniors, 13, 32500
11-Oct-2020, Morning, SA, Kids, 35, 87500
11-Oct-2020, Morning, SA, Men, 33, 82500
11-Oct-2020, Morning, SA, Women, 10, 25000
11-Oct-2020, Morning, SA, Seniors, 35, 87500
11-Oct-2020, Afternoon, SA, Kids, 22, 55000
11-Oct-2020, Afternoon, SA, Men, 10, 25000
11-Oct-2020, Afternoon, SA, Women, 24, 60000
11-Oct-2020, Afternoon, SA, Seniors, 31, 77500
11-Oct-2020, Evening, SA, Kids, 18, 45000
11-Oct-2020, Evening, SA, Men, 34, 85000
11-Oct-2020, Evening, SA, Women, 32, 80000
11-Oct-2020, Evening, SA, Seniors, 11, 27500
11-Oct-2020, Morning, VIC, Kids, 50, 125000
11-Oct-2020, Morning, VIC, Men, 35, 87500
11-Oct-2020, Morning, VIC, Women, 37, 92500
11-Oct-2020, Morning, VIC, Seniors, 35, 87500
11-Oct-2020, Afternoon, VIC, Kids, 41, 102500
11-Oct-2020, Afternoon, VIC, Men, 30, 75000
11-Oct-2020, Afternoon, VIC, Women, 28, 70000
11-Oct-2020, Afternoon, VIC, Seniors, 33, 82500
11-Oct-2020, Evening, VIC, Kids, 26, 65000
11-Oct-2020, Evening, VIC, Men, 42, 105000
11-Oct-2020, Evening, VIC, Women, 35, 87500
11-Oct-2020, Evening, VIC, Seniors, 27, 67500
11-Oct-2020, Morning, QLD, Kids, 19, 47500
11-Oct-2020, Morning, QLD, Men, 11, 27500
11-Oct-2020, Morning, QLD, Women, 12, 30000
11-Oct-2020, Morning, QLD, Seniors, 13, 32500
11-Oct-2020, Afternoon, QLD, Kids, 5, 12500
11-Oct-2020, Afternoon, QLD, Men, 15, 37500
11-Oct-2020, Afternoon, QLD, Women, 7, 17500
11-Oct-2020, Afternoon, QLD, Seniors, 13, 32500
11-Oct-2020, Evening, QLD, Kids, 16, 40000
11-Oct-2020, Evening, QLD, Men, 12, 30000
11-Oct-2020, Evening, QLD, Women, 9, 22500
11-Oct-2020, Evening, QLD, Seniors, 11, 27500
11-Oct-2020, Morning, NSW, Kids, 30, 75000
11-Oct-2020, Morning, NSW, Men, 36, 90000
11-Oct-2020, Morning, NSW, Women, 23, 57500
11-Oct-2020, Morning, NSW, Seniors, 18, 45000
11-Oct-2020, Afternoon, NSW, Kids, 23, 57500
11-Oct-2020, Afternoon, NSW, Men, 36, 90000
11-Oct-2020, Afternoon, NSW, Women, 24, 60000
11-Oct-2020, Afternoon, NSW, Seniors, 30, 75000
11-Oct-2020, Evening, NSW, Kids, 32, 80000
11-Oct-2020, Evening, NSW, Men, 18, 45000
11-Oct-2020, Evening, NSW, Women, 36, 90000
11-Oct-2020, Evening, NSW, Seniors, 16, 40000
11-Oct-2020, Morning, TAS, Kids, 6, 15000
11-Oct-2020, Morning, TAS, Men, 12, 30000
11-Oct-2020, Morning, TAS, Women, 9, 22500
11-Oct-2020, Morning, TAS, Seniors, 14, 35000
11-Oct-2020, Afternoon, TAS, Kids, 4, 10000
11-Oct-2020, Afternoon, TAS, Men, 12, 30000
11-Oct-2020, Afternoon, TAS, Women, 7, 17500
11-Oct-2020, Afternoon, TAS, Seniors, 8, 20000
11-Oct-2020, Evening, TAS, Kids, 11, 27500
11-Oct-2020, Evening, TAS, Men, 3, 7500
11-Oct-2020, Evening, TAS, Women, 9, 22500
11-Oct-2020, Evening, TAS, Seniors, 6, 15000
12-Oct-2020, Morning, WA, Kids, 3, 7500
12-Oct-2020, Morning, WA, Men, 15, 37500
12-Oct-2020, Morning, WA, Women, 6, 15000
12-Oct-2020, Morning, WA, Seniors, 15, 37500
12-Oct-2020, Afternoon, WA, Kids, 12, 30000
12-Oct-2020, Afternoon, WA, Men, 13, 32500
12-Oct-2020, Afternoon, WA, Women, 15, 37500
12-Oct-2020, Afternoon, WA, Seniors, 3, 7500
12-Oct-2020, Evening, WA, Kids, 5, 12500
12-Oct-2020, Evening, WA, Men, 5, 12500
12-Oct-2020, Evening, WA, Women, 3, 7500
12-Oct-2020, Evening, WA, Seniors, 6, 15000
12-Oct-2020, Morning, NT, Kids, 4, 10000
12-Oct-2020, Morning, NT, Men, 15, 37500
12-Oct-2020, Morning, NT, Women, 7, 17500
12-Oct-2020, Morning, NT, Seniors, 9, 22500
12-Oct-2020, Afternoon, NT, Kids, 6, 15000
12-Oct-2020, Afternoon, NT, Men, 11, 27500
12-Oct-2020, Afternoon, NT, Women, 13, 32500
12-Oct-2020, Afternoon, NT, Seniors, 4, 10000
12-Oct-2020, Evening, NT, Kids, 10, 25000
12-Oct-2020, Evening, NT, Men, 13, 32500
12-Oct-2020, Evening, NT, Women, 14, 35000
12-Oct-2020, Evening, NT, Seniors, 14, 35000
12-Oct-2020, Morning, SA, Kids, 26, 65000
12-Oct-2020, Morning, SA, Men, 28, 70000
12-Oct-2020, Morning, SA, Women, 28, 70000
12-Oct-2020, Morning, SA, Seniors, 22, 55000
12-Oct-2020, Afternoon, SA, Kids, 23, 57500
12-Oct-2020, Afternoon, SA, Men, 24, 60000
12-Oct-2020, Afternoon, SA, Women, 33, 82500
12-Oct-2020, Afternoon, SA, Seniors, 13, 32500
12-Oct-2020, Evening, SA, Kids, 25, 62500
12-Oct-2020, Evening, SA, Men, 20, 50000
12-Oct-2020, Evening, SA, Women, 13, 32500
12-Oct-2020, Evening, SA, Seniors, 18, 45000
12-Oct-2020, Morning, VIC, Kids, 45, 112500
12-Oct-2020, Morning, VIC, Men, 46, 115000
12-Oct-2020, Morning, VIC, Women, 33, 82500
12-Oct-2020, Morning, VIC, Seniors, 42, 105000
12-Oct-2020, Afternoon, VIC, Kids, 47, 117500
12-Oct-2020, Afternoon, VIC, Men, 47, 117500
12-Oct-2020, Afternoon, VIC, Women, 50, 125000
12-Oct-2020, Afternoon, VIC, Seniors, 38, 95000
12-Oct-2020, Evening, VIC, Kids, 40, 100000
12-Oct-2020, Evening, VIC, Men, 48, 120000
12-Oct-2020, Evening, VIC, Women, 26, 65000
12-Oct-2020, Evening, VIC, Seniors, 28, 70000
12-Oct-2020, Morning, QLD, Kids, 7, 17500
12-Oct-2020, Morning, QLD, Men, 6, 15000
12-Oct-2020, Morning, QLD, Women, 10, 25000
12-Oct-2020, Morning, QLD, Seniors, 8, 20000
12-Oct-2020, Afternoon, QLD, Kids, 19, 47500
12-Oct-2020, Afternoon, QLD, Men, 13, 32500
12-Oct-2020, Afternoon, QLD, Women, 14, 35000
12-Oct-2020, Afternoon, QLD, Seniors, 12, 30000
12-Oct-2020, Evening, QLD, Kids, 13, 32500
12-Oct-2020, Evening, QLD, Men, 16, 40000
12-Oct-2020, Evening, QLD, Women, 9, 22500
12-Oct-2020, Evening, QLD, Seniors, 5, 12500
12-Oct-2020, Morning, NSW, Kids, 20, 50000
12-Oct-2020, Morning, NSW, Men, 24, 60000
12-Oct-2020, Morning, NSW, Women, 17, 42500
12-Oct-2020, Morning, NSW, Seniors, 25, 62500
12-Oct-2020, Afternoon, NSW, Kids, 20, 50000
12-Oct-2020, Afternoon, NSW, Men, 24, 60000
12-Oct-2020, Afternoon, NSW, Women, 18, 45000
12-Oct-2020, Afternoon, NSW, Seniors, 28, 70000
12-Oct-2020, Evening, NSW, Kids, 28, 70000
12-Oct-2020, Evening, NSW, Men, 27, 67500
12-Oct-2020, Evening, NSW, Women, 35, 87500
12-Oct-2020, Evening, NSW, Seniors, 34, 85000
12-Oct-2020, Morning, TAS, Kids, 7, 17500
